,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total acidity,sulphates_squared,citric_acid_ratio,sugar_acid_diff,Quality
1200,7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,8.27,0.2916,0.02727272727272727,-6.2,6
1201,7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,8.24,0.2916,0.04556962025316455,-6.0,7
1202,8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,9.02,0.4760999999999999,0.04534883720930233,-6.8,8
1203,9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,10.64,0.30250000000000005,0.01919191919191919,-4.1000000000000005,5
1204,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7.5600000000000005,0.7224999999999999,0.06388888888888888,-5.1,7
1205,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7.5600000000000005,0.7224999999999999,0.06388888888888888,-5.1,7
1206,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7.5600000000000005,0.7224999999999999,0.06388888888888888,-5.1,7
1207,9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,10.620000000000001,0.8835999999999999,0.05555555555555556,-8.200000000000001,5
1208,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7.5600000000000005,0.7224999999999999,0.06388888888888888,-5.1,7
1209,6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,6.59,0.7569,0.06935483870967742,-4.2,7
1210,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,7.45,0.3844,0.0029411764705882353,-4.699999999999999,6
1211,6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,7.04,0.3844,0.022727272727272728,-4.5,5
1212,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,7.45,0.3844,0.0029411764705882353,-4.699999999999999,6
1213,9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,9.98,0.5625,0.04375,-7.699999999999999,6
1214,10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,10.53,0.2304,0.04509803921568628,-8.299999999999999,6
1215,8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,9.07,0.31360000000000005,0.05227272727272727,-6.700000000000001,6
1216,7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,8.47,0.4760999999999999,0.039240506329113925,-5.9,6
1217,8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,8.54,0.6561000000000001,0.0451219512195122,-6.299999999999999,6
1218,8.2,0.4,0.31,1.9,0.0819999999999999,8.0,24.0,0.996,3.24,0.69,10.6,8.6,0.4760999999999999,0.037804878048780494,-6.299999999999999,6
1219,9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,9.39,0.6889,0.044444444444444446,-7.7,6
1220,10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,11.22,0.5929,0.047706422018348627,-9.1,6
1221,10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,11.22,0.5929,0.047706422018348627,-9.1,6
1222,8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,8.629999999999999,0.2116,0.027160493827160494,-5.8999999999999995,6
1223,10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,10.86,0.5776,0.04476190476190476,-8.3,6
1224,12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,12.99,0.6723999999999999,0.03888888888888889,-10.1,6
1225,9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,9.66,0.2601,0.025,-6.6,5
1226,7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,8.08,0.22089999999999999,0.004,-3.4000000000000004,5
1227,9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,9.58,0.5184,0.027777777777777776,-7.0,5
1228,5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,5.52,0.5328999999999999,0.0,-3.3,7
1229,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,8.03,0.4096,0.038157894736842106,-5.5,5
1230,7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,7.88,0.6084,0.04415584415584416,-5.0,6
1232,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,8.03,0.4096,0.038157894736842106,-5.5,5
1233,10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,10.43,0.24009999999999998,0.03627450980392157,-7.999999999999999,4
1234,7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,7.85,0.16000000000000003,0.0014084507042253522,-4.8999999999999995,6
1236,7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,8.35,0.4096,0.0,-6.1,6
1237,7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,7.85,0.16000000000000003,0.0014084507042253522,-4.8999999999999995,6
1238,8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,8.83,0.2116,0.0,-5.6,4
1239,6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,7.17,0.31360000000000005,0.0,-2.2,4
1240,7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,8.11,0.16000000000000003,0.02666666666666667,-5.8,5
1241,9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,10.17,0.34809999999999997,0.03979591836734694,-7.300000000000001,5
1242,9.0,0.4,0.41,2.0,0.0579999999999999,15.0,40.0,0.99414,3.22,0.6,12.2,9.4,0.36,0.04555555555555555,-7.0,6
1243,8.3,0.56,0.22,2.4,0.0819999999999999,10.0,86.0,0.9983,3.37,0.62,9.5,8.860000000000001,0.3844,0.02650602409638554,-5.9,5
1245,7.4,0.55,0.19,1.8,0.0819999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,7.95,0.4624000000000001,0.025675675675675674,-5.6000000000000005,5
1246,7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,8.14,0.2304,0.00945945945945946,-5.7,5
1247,7.4,0.55,0.19,1.8,0.0819999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,7.95,0.4624000000000001,0.025675675675675674,-5.6000000000000005,5
1248,6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,7.3100000000000005,0.5625,0.04782608695652174,-4.7,6
1249,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,7.699999999999999,0.3721,0.0014084507042253522,-4.8,6
1250,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,7.699999999999999,0.3721,0.0014084507042253522,-4.8,6
1251,7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,8.08,0.34809999999999997,0.018666666666666668,-5.3,5
1252,7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,7.819999999999999,0.3364,0.0,-5.3,5
1253,7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,8.56,0.3364,0.0,-6.5,5
1254,7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,8.5,0.4760999999999999,0.007692307692307692,-5.9,5
1255,6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,6.739999999999999,0.2025,0.0032786885245901644,-3.6999999999999997,5
1256,7.5,0.59,0.22,1.8,0.0819999999999999,43.0,60.0,0.99499,3.1,0.42,9.2,8.09,0.17639999999999997,0.029333333333333333,-5.7,5
1257,7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,7.58,0.48999999999999994,0.04,-2.2,6
1258,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,7.4399999999999995,0.39690000000000003,0.0,-4.1,6
1259,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,7.4399999999999995,0.39690000000000003,0.0,-4.1,6
1261,6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,7.32,0.30250000000000005,0.0,-4.3,4
1262,9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,10.25,0.3364,0.03877551020408163,-7.300000000000001,5
1263,8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,8.979999999999999,0.2116,0.0,-5.999999999999999,4
1264,8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,8.87,0.5184,0.037647058823529415,-6.7,6
1265,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,7.7700000000000005,0.36,0.006944444444444445,-4.9,6
1266,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,7.7700000000000005,0.36,0.006944444444444445,-4.9,6
1267,10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,10.83,0.7569,0.04807692307692307,-8.100000000000001,6
1268,6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,7.3100000000000005,0.30250000000000005,0.04492753623188406,-4.9,6
1271,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,7.74,0.32489999999999997,0.027397260273972605,-5.699999999999999,6
1272,5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,6.36,0.28090000000000004,0.0,-4.0,5
1273,7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,8.08,0.18489999999999998,0.02666666666666667,-5.5,5
1274,7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,8.379999999999999,0.28090000000000004,0.016666666666666666,-5.699999999999999,6
1275,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,8.715,0.2916,0.0275,-5.7,6
1276,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,8.9,0.31360000000000005,0.047058823529411764,-2.2,4
1277,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,7.6899999999999995,0.36,0.0,-5.1,6
1278,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,8.715,0.2916,0.0275,-5.7,6
1279,9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,10.100000000000001,0.32489999999999997,0.03979591836734694,-8.100000000000001,7
1280,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,7.56,0.4096,0.028169014084507046,-5.199999999999999,6
1281,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,7.56,0.4096,0.028169014084507046,-5.199999999999999,6
1282,7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,8.665000000000001,0.4624000000000001,0.0,-5.9,6
1283,8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,9.33,0.39690000000000003,0.03218390804597702,-5.999999999999999,6
1284,7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,7.42,0.31360000000000005,0.027142857142857142,-4.7,5
1285,11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,11.67,0.32489999999999997,0.04424778761061947,-9.5,5
1286,7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,7.26,0.2916,0.061971830985915494,-4.6,6
1287,8.0,0.6,0.08,2.6,0.0559999999999999,3.0,7.0,0.99286,3.22,0.37,13.0,8.6,0.1369,0.01,-5.4,5
1290,7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,8.34,0.34809999999999997,0.0,-5.699999999999999,5
1291,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,8.834999999999999,0.5625,0.012195121951219514,-6.1,6
1292,5.9,0.395,0.13,2.4,0.0559999999999999,14.0,28.0,0.99362,3.62,0.67,12.4,6.295,0.4489000000000001,0.022033898305084745,-3.5000000000000004,6
1293,7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,8.255,0.24009999999999998,0.0,-5.6,4
1294,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,8.834999999999999,0.5625,0.012195121951219514,-6.1,6
1297,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,7.73,0.3721,0.019444444444444445,-5.1,6
1298,5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6.3,0.31360000000000005,0.0,-4.300000000000001,6
1301,6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,7.5600000000000005,0.5476,0.010447761194029851,-4.7,6
1302,9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,9.469999999999999,0.6400000000000001,0.035164835164835165,-7.0,6
1303,8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,8.28,0.43560000000000004,0.055,-6.2,5
1304,7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,8.39,0.1936,0.02763157894736842,-5.3,5
1305,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,8.11,0.28090000000000004,0.034666666666666665,-5.6,5
1306,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,10.389999999999999,0.3844,0.032989690721649485,-7.199999999999999,5
1307,6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,7.4799999999999995,0.27040000000000003,0.013235294117647059,-2.9,4
1308,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,10.389999999999999,0.3844,0.032989690721649485,-7.199999999999999,5
1309,7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,7.62,0.3721,0.014285714285714287,-5.6,5
1310,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,8.11,0.28090000000000004,0.034666666666666665,-5.6,5
1311,6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,7.01,0.34809999999999997,0.023076923076923075,-3.5,6
1313,7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,7.36,0.2916,0.03,-4.7,6
1314,7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,7.36,0.28090000000000004,0.03,-4.6,6
1315,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,8.13,0.3364,0.036000000000000004,-5.5,6
1317,9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,10.34,0.4760999999999999,0.046464646464646465,-7.7,6
1318,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,8.13,0.3364,0.036000000000000004,-5.5,6
1320,9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,10.36,0.43560000000000004,0.035051546391752585,-7.1,5
1322,9.1,0.34,0.42,1.8,0.0579999999999999,9.0,18.0,0.99392,3.18,0.55,11.4,9.44,0.30250000000000005,0.046153846153846156,-7.3,5
1323,9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,9.459999999999999,0.6723999999999999,0.04285714285714286,-7.3,7
1324,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.16,0.36,0.035820895522388055,-5.0,6
1325,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.16,0.36,0.035820895522388055,-5.0,6
1326,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.16,0.36,0.035820895522388055,-5.0,6
1327,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.16,0.36,0.035820895522388055,-5.0,6
1328,6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,7.02,0.27040000000000003,0.016923076923076923,-4.7,5
1329,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,8.0,0.31360000000000005,0.03513513513513514,-5.300000000000001,6
1330,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,8.0,0.31360000000000005,0.03513513513513514,-5.300000000000001,6
1331,7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,8.67,0.2116,0.03333333333333333,-4.0,5
1332,8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,8.790000000000001,0.18489999999999998,0.011904761904761904,-6.7,6
1333,9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,9.875,0.2601,0.024175824175824177,-6.8999999999999995,5
1334,7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,8.035,0.27040000000000003,0.0,-5.2,5
1335,6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,7.18,0.43560000000000004,0.0030303030303030307,-4.199999999999999,6
1336,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,6.5,0.2025,0.0,-4.6,5
1337,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,6.5,0.2025,0.0,-4.6,5
1338,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,6.5,0.2025,0.0,-4.6,5
1339,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.01,0.2916,0.0026666666666666666,-5.8,6
1340,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.01,0.2916,0.0026666666666666666,-5.8,6
1341,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.01,0.2916,0.0026666666666666666,-5.8,6
1342,7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,8.14,0.2601,0.0026315789473684214,-5.8999999999999995,6
1343,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.01,0.2916,0.0026666666666666666,-5.8,6
1344,11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,11.92,0.28090000000000004,0.041739130434782605,-8.9,5
1345,8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,8.639999999999999,0.28090000000000004,0.02926829268292683,-5.8999999999999995,6
1346,6.1,0.59,0.01,2.1,0.0559999999999999,5.0,13.0,0.99472,3.52,0.56,11.4,6.6899999999999995,0.31360000000000005,0.0016393442622950822,-3.9999999999999996,5
1347,7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,7.855,0.1521,0.004166666666666667,-5.4,5
1348,7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,7.855,0.1521,0.004166666666666667,-5.4,5
1349,6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,7.470000000000001,0.27040000000000003,0.0,-4.1000000000000005,5
1350,9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,9.6,0.32489999999999997,0.03222222222222222,-7.0,5
1351,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,7.82,0.2601,0.001388888888888889,-4.9,6
1352,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,8.245,0.2116,0.003947368421052632,-5.699999999999999,5
1353,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,8.245,0.2116,0.003947368421052632,-5.699999999999999,5
1354,7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,7.78,0.27040000000000003,0.004166666666666667,-4.9,5
1355,6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,6.42,0.1936,0.04098360655737705,-4.3,5
1356,6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,6.4399999999999995,0.1936,0.04098360655737705,-4.3,5
1357,7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,7.7299999999999995,0.34809999999999997,0.03287671232876712,-4.8,6
1359,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,12.075,0.42250000000000004,0.034482758620689655,-10.2,6
1360,9.2,0.54,0.31,2.3,0.1119999999999999,11.0,38.0,0.99699,3.24,0.56,10.9,9.739999999999998,0.31360000000000005,0.03369565217391304,-6.8999999999999995,5
1361,8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,9.15,0.2916,0.016867469879518072,-5.800000000000001,5
1362,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,12.075,0.42250000000000004,0.034482758620689655,-10.2,6
1363,8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,8.83,0.2304,0.03375,-6.0,4
1364,7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,7.805,0.28090000000000004,0.002777777777777778,-5.300000000000001,6
1365,7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,8.3,0.3844,0.011538461538461539,-5.6,5
1366,7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,8.04,0.25,0.010958904109589041,-5.6,5
1368,8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,8.77,0.25,0.04,-5.9,6
1369,6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,7.21,0.1369,0.0,-5.0,4
1371,7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,8.08,1.0609,0.07466666666666667,-4.4,6
1373,7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,8.45,0.2025,0.03506493506493507,-3.9000000000000004,5
1375,7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,7.76,0.27040000000000003,0.036111111111111115,-5.2,5
1376,8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,9.084999999999999,0.2116,0.02439024390243903,-6.799999999999999,5
1377,5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,5.69,0.3844,0.05,-2.9000000000000004,6
1378,7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,7.65,0.2601,0.020833333333333332,-5.2,6
1379,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,8.07,0.3844,0.0026666666666666666,-4.9,6
1380,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,8.07,0.3844,0.0026666666666666666,-4.9,6
1381,6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,7.63,0.2025,0.013235294117647059,-5.0,5
1382,8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,8.6,0.24009999999999998,0.0275,-5.9,5
1383,8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,8.6,0.24009999999999998,0.0275,-5.9,5
1384,7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,7.8549999999999995,0.25,0.02112676056338028,-5.3,5
1385,8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,8.81,0.17639999999999997,0.03125,-4.6,5
1386,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,8.040000000000001,0.3364,0.00945945945945946,-5.6000000000000005,5
1387,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,8.040000000000001,0.3364,0.00945945945945946,-5.6000000000000005,5
1388,6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,7.239999999999999,0.4624000000000001,0.046969696969696974,-0.5,5
1389,6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,7.18,0.28090000000000004,0.0029850746268656717,-4.5,5
1390,6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6.49,0.34809999999999997,0.0,-3.7,6
1391,8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,8.64,0.3364,0.0275,-5.6,5
1392,7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,7.72,0.2304,0.008450704225352114,-5.8,5
1393,8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,8.52,0.2304,0.03125,-6.0,5
1394,6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,6.970000000000001,0.2304,0.021875000000000002,-2.5000000000000004,5
1395,8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,9.285,0.42250000000000004,0.011627906976744188,-7.0,6
1396,8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,9.375,0.42250000000000004,0.01149425287356322,-7.1,5
1397,7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,7.89,0.27040000000000003,0.03561643835616438,-5.3,5
1398,7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,7.6,0.3844,0.017142857142857144,-4.8,7
1399,7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,7.87,0.5184,0.0,-5.0,6
1400,7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,8.59,0.2601,0.026582278481012658,-5.800000000000001,5
1401,7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,8.59,0.2601,0.026582278481012658,-5.800000000000001,5
